survey_series_id,survey_series_desc,survey_id,survey_desc,year,fishing_event_id,latitude,longitude,fe_end_deployment_time,fe_begin_retrieval_time,depth_m,hook_code,skate_count,lglsp_hook_count,area_swept_km2,ye_count,dogfish_count
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369479,49.185333,-123.301833,10/18/1986 8:45,10/18/1986 10:42,70,3,NA,500,0.011148365,NA,103
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369481,49.203166,-123.346166,10/18/1986 12:17,10/18/1986 15:05,188,3,NA,500,0.011148365,NA,185
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369484,49.397166,-123.676,10/19/1986 7:36,10/19/1986 9:56,174,3,NA,500,0.011148365,NA,92
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369491,49.3625,-124.320833,10/20/1986 9:54,10/20/1986 12:40,124,3,NA,500,0.011148365,NA,86
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369493,49.359166,-124.2925,10/20/1986 13:20,10/20/1986 16:35,225,3,NA,500,0.011148365,NA,57
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369500,49.483,-124.660166,10/21/1986 15:53,10/21/1986 18:13,97,3,NA,500,0.011148365,10,17
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369501,49.635666,-124.641166,10/22/1986 7:31,10/22/1986 9:48,101,3,NA,500,0.011148365,NA,186
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420650,49.981766,-125.08665,10/4/2014 9:12,10/4/2014 11:11,236,1,2,300,0.006689019,NA,196
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369506,49.674666,-124.623166,10/22/1986 15:02,10/22/1986 17:20,265,3,NA,500,0.011148365,NA,78
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369508,49.75,-124.932166,10/23/1986 9:22,10/23/1986 12:15,22,3,NA,500,0.011148365,NA,140
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369510,49.819333,-124.886666,10/23/1986 14:10,10/23/1986 16:32,245,3,NA,500,0.011148365,NA,133
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369514,49.968833,-125.135333,10/24/1986 9:01,10/24/1986 11:32,137,3,NA,500,0.011148365,NA,168
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369516,49.986666,-125.091833,10/24/1986 12:33,10/24/1986 15:00,220,3,NA,500,0.011148365,NA,71
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369524,49.700666,-124.302833,10/27/1986 11:38,10/27/1986 14:00,209,3,NA,500,0.011148365,1,84
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369526,49.7095,-124.310333,10/27/1986 14:38,10/27/1986 17:22,227,3,NA,500,0.011148365,NA,57
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356153,49.981316,-125.101966,10/9/2011 9:13,10/9/2011 11:13,95,1,2,300,0.006689019,NA,144
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356156,49.873666,-124.75,10/10/2011 8:02,10/10/2011 10:00,80,1,2,300,0.006689019,NA,73
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356146,49.375116,-124.327716,10/7/2011 8:49,10/7/2011 10:49,194,1,2,300,0.006689019,NA,181
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420651,49.997266,-125.101066,10/4/2014 12:36,10/4/2014 14:36,186,1,2,300,0.006689019,NA,208
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420658,49.783666,-124.836416,10/3/2014 9:43,10/3/2014 11:43,236,1,2,300,0.006689019,NA,193
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420660,49.797,-124.92635,10/3/2014 13:45,10/3/2014 15:45,91,1,2,300,0.006689019,1,186
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420668,49.191866,-123.2989,10/10/2014 14:15,10/10/2014 16:15,67,1,2,300,0.006689019,NA,NA
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420672,49.367116,-123.725433,10/11/2014 8:36,10/11/2014 10:34,183,1,2,299,0.006666722,NA,186
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420674,49.342666,-123.747483,10/11/2014 12:47,10/11/2014 14:46,79,1,2,300,0.006689019,NA,186
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420677,49.48995,-124.065466,10/7/2014 8:35,10/7/2014 10:32,181,1,2,298,0.006644425,NA,224
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420679,49.490166,-124.021316,10/7/2014 12:28,10/7/2014 14:26,100,1,2,300,0.006689019,NA,110
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420680,49.384316,-124.334033,10/12/2014 7:45,10/12/2014 9:45,237,1,2,300,0.006689019,NA,220
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420682,49.35295,-124.323583,10/12/2014 12:05,10/12/2014 14:04,65,1,2,300,0.006689019,NA,19
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369488,49.3255,-123.755166,10/19/1986 14:47,10/19/1986 17:01,302,3,NA,500,0.011148365,NA,143
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369490,49.359666,-124.366166,10/20/1986 9:20,10/20/1986 11:39,29,3,NA,500,0.011148365,NA,7
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369495,49.375166,-124.2875,10/20/1986 17:08,10/20/1986 19:28,305,3,NA,500,0.011148365,NA,37
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369496,49.5365,-124.53,10/21/1986 7:36,10/21/1986 9:53,199,3,NA,500,0.011148365,NA,99
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369497,49.536833,-124.578166,10/21/1986 8:24,10/21/1986 11:05,161,3,NA,500,0.011148365,1,85
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369498,49.5295,-124.578833,10/21/1986 10:38,10/21/1986 13:14,73,3,NA,500,0.011148365,15,75
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369517,49.980666,-125.095833,10/24/1986 13:49,10/24/1986 16:15,177,3,NA,500,0.011148365,2,62
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420653,49.8223,-124.734133,10/5/2014 8:19,10/5/2014 10:19,178,1,2,300,0.006689019,NA,187
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420654,49.819983,-124.686316,10/5/2014 9:15,10/5/2014 11:15,NA,1,2,300,0.006689019,6,142
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420663,49.0699,-123.6073,10/8/2014 13:32,10/8/2014 15:32,76,1,2,300,0.006689019,2,8
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420664,49.084316,-123.579416,10/8/2014 14:26,10/8/2014 16:25,228,1,2,300,0.006689019,NA,142
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369518,49.888333,-125.045833,10/25/1986 11:50,10/25/1986 14:07,170,3,NA,500,0.011148365,NA,92
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369520,49.870666,-125.046166,10/25/1986 14:50,10/25/1986 17:20,106,3,NA,500,0.011148365,NA,84
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369522,49.693166,-124.276666,10/27/1986 7:56,10/27/1986 10:17,62,3,NA,500,0.011148365,NA,164
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369523,49.687333,-124.295,10/27/1986 8:31,10/27/1986 11:00,154,3,NA,500,0.011148365,2,63
76,Strait of Georgia Dogfish Longline,501,2005 Strait of Georgia Dogfish Longline Survey,2005,4356259,49.18695,-123.346133,NA,10/30/2005 13:38,189,1,2,400,0.008918692,NA,320
76,Strait of Georgia Dogfish Longline,501,2005 Strait of Georgia Dogfish Longline Survey,2005,4356260,49.201966,-123.37425,NA,10/30/2005 15:30,240,1,2,400,0.008918692,NA,293
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356147,49.383766,-124.358,10/7/2011 12:55,10/7/2011 14:55,136,1,2,300,0.006689019,NA,157
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356172,48.939516,-123.424266,10/14/2011 8:01,10/14/2011 10:04,83,1,2,300,0.006689019,2,160
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356173,48.943,-123.412683,10/14/2011 8:45,10/14/2011 10:47,146,1,2,300,0.006689019,NA,238
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356175,48.9715,-123.393416,10/14/2011 13:27,10/14/2011 15:27,234,1,2,299,0.006666722,NA,242
76,Strait of Georgia Dogfish Longline,502,2008 Strait of Georgia Dogfish Longline Survey,2008,4356183,49.541333,-124.6233,10/10/2008 14:30,10/10/2008 16:31,50,1,2,300,0.006689019,NA,11
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356149,49.696366,-124.253916,10/8/2011 8:25,10/8/2011 10:25,238,1,2,300,0.006689019,3,193
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420647,48.955666,-123.4272,10/9/2014 12:15,10/9/2014 14:14,148,1,2,300,0.006689019,NA,155
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420648,48.9471,-123.44125,10/9/2014 13:04,10/9/2014 15:04,80,1,2,300,0.006689019,NA,228
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420665,49.190666,-123.3464,10/10/2014 8:45,10/10/2014 10:44,190,1,2,300,0.006689019,NA,189
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420670,49.184116,-123.77085,10/13/2014 9:00,10/13/2014 10:59,67,1,2,300,0.006689019,NA,13
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420687,49.7272,-124.25975,10/6/2014 7:42,10/6/2014 9:42,228,1,2,298,0.006644425,NA,180
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369480,49.182,-123.313166,10/18/1986 11:23,10/18/1986 13:43,115,3,NA,500,0.011148365,NA,175
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369483,49.235,-123.413333,10/18/1986 16:07,10/18/1986 18:39,267,3,NA,500,0.011148365,NA,119
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369485,49.379,-123.742333,10/19/1986 9:16,10/19/1986 11:57,119,3,NA,500,0.011148365,NA,127
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369486,49.373833,-123.701,10/19/1986 11:16,10/19/1986 13:43,90,3,NA,500,0.011148365,1,61
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369502,49.658,-124.631166,10/22/1986 8:28,10/22/1986 10:52,120,3,NA,500,0.011148365,4,104
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369503,49.645166,-124.634833,10/22/1986 10:25,10/22/1986 12:48,51,3,NA,500,0.011148365,6,105
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369504,49.670666,-124.6285,10/22/1986 11:55,10/22/1986 14:19,176,3,NA,500,0.011148365,1,94
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420655,49.831466,-124.7263,10/5/2014 12:36,10/5/2014 14:36,147,1,2,293,0.006532942,2,166
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420661,49.1031,-123.626733,10/8/2014 9:15,10/8/2014 11:14,138,1,2,300,0.006689019,NA,163
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420671,49.1966,-123.769633,10/13/2014 11:46,10/13/2014 13:46,188,1,2,300,0.006689019,NA,162
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369505,49.661833,-124.654,10/22/1986 13:37,10/22/1986 15:51,20,3,NA,500,0.011148365,NA,26
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369511,49.783333,-124.883333,10/23/1986 13:00,10/23/1986 15:15,131,3,NA,500,0.011148365,NA,146
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369512,49.783333,-124.889833,10/23/1986 15:54,10/23/1986 18:12,102,3,NA,500,0.011148365,NA,116
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369513,49.9855,-125.118,10/24/1986 8:05,10/24/1986 10:20,22,3,NA,500,0.011148365,NA,229
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369525,49.766333,-124.329166,10/27/1986 12:25,10/27/1986 15:26,16,3,NA,500,0.011148365,NA,11
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356154,49.990383,-125.096616,10/9/2011 12:37,10/9/2011 14:35,190,1,2,300,0.006689019,NA,169
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356157,49.850733,-124.727633,10/10/2011 8:58,10/10/2011 10:57,140,1,2,300,0.006689019,1,204
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356161,49.740983,-124.824466,10/11/2011 9:11,10/11/2011 11:11,145,1,2,300,0.006689019,NA,222
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356162,49.7237,-124.783783,10/11/2011 12:47,10/11/2011 14:46,232,1,2,300,0.006689019,NA,234
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356166,49.486883,-124.0348,10/12/2011 12:30,10/12/2011 14:33,91,1,2,300,0.006689019,3,100
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356171,49.049966,-123.595083,10/13/2011 14:05,10/13/2011 16:05,87,1,2,299,0.006666722,2,85
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356178,49.180166,-123.349966,10/15/2011 12:07,10/15/2011 14:10,193,1,2,300,0.006689019,NA,230
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356179,49.1839,-123.376216,10/15/2011 12:53,10/15/2011 14:53,240,1,2,300,0.006689019,NA,245
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356151,49.69765,-124.28415,10/8/2011 13:25,10/8/2011 15:26,97,1,2,300,0.006689019,NA,157
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420673,49.35895,-123.7492,10/11/2014 9:27,10/11/2014 11:27,135,1,2,300,0.006689019,2,151
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420675,49.345666,-123.77435,10/11/2014 13:36,10/11/2014 15:36,244,1,2,300,0.006689019,NA,233
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420676,49.506583,-124.06155,10/7/2014 7:50,10/7/2014 9:49,159,1,2,287,0.0063991610000000004,NA,222
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420678,49.475333,-124.0516,10/7/2014 11:28,10/7/2014 13:27,234,1,2,300,0.006689019,NA,233
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369478,49.165833,-123.2965,10/18/1986 7:43,10/18/1986 9:58,44,3,NA,500,0.011148365,NA,113
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369482,49.183,-123.302333,10/18/1986 14:30,10/18/1986 17:18,91,3,NA,500,0.011148365,NA,120
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369487,49.335,-123.724166,10/19/1986 12:56,10/19/1986 15:12,24,3,NA,500,0.011148365,NA,239
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369489,49.374,-123.701833,10/19/1986 16:10,10/19/1986 18:30,122,3,NA,500,0.011148365,1,82
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369492,49.357,-124.347166,10/20/1986 12:13,10/20/1986 14:39,62,3,NA,500,0.011148365,NA,13
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369494,49.386333,-124.340833,10/20/1986 15:27,10/20/1986 17:43,256,3,NA,500,0.011148365,NA,43
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369499,49.522833,-124.5815,10/21/1986 11:47,10/21/1986 14:06,5,3,NA,500,0.011148365,NA,93
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420649,49.976866,-125.115183,10/4/2014 8:13,10/4/2014 10:12,84,1,2,300,0.006689019,2,129
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420652,49.99975,-125.1218,10/4/2014 13:28,10/4/2014 15:30,128,1,2,300,0.006689019,1,79
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420656,49.809733,-124.7519,10/5/2014 13:24,10/5/2014 15:25,235,1,2,300,0.006689019,NA,210
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369507,49.769166,-124.889833,10/23/1986 8:13,10/23/1986 10:33,75,3,NA,500,0.011148365,NA,89
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369509,49.783333,-124.8745,10/23/1986 11:15,10/23/1986 13:35,170,3,NA,500,0.011148365,NA,120
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369515,49.9845,-125.105166,10/24/1986 11:01,10/24/1986 13:17,66,3,NA,500,0.011148365,NA,109
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369519,49.866,-125.026,10/25/1986 12:35,10/25/1986 15:20,165,3,NA,500,0.011148365,NA,130
